,Name,Comment,stopword_comment,Hasil Sentimen
752,mamad a,"@Maling Jemuran gua ada yg 1035 halaman bro, itu versi yg mana wkwk uu nya aja belum fix maen sah2in aja , coba cek yg beredar yg asli yg mana",jemuran halaman saudara laki-laki versi tertawa fix main sahin coba cek beredar asli,Negatif
753,pii pekerja keras,Pupuk subsidi ko hilang.,pupuk subsidi ko hilang,Negatif
754,belajar ngaji,Kami doakan Semoga panjang umur dan sehat selalu pa jokowi amin...,doakan semoga umur sehat jokowi amin,Positif
755,Kus Tanto,Pemerintahan banyak komunisnya,pemerintahan komunisnya,Negatif
756,Ahmat Aryanto,"Seketika PARA PENDEMO MENGALIHKAN TOPIK,,,,NANTI PAS UU HUKUM MATI KORUP KELUAR DEMO LAGI,,, NGGA ADA HABIS HABISNYA",pendemo mengalihkan topik pas hukum mati korupsi demo nga habis habisnya,Negatif
757,Muh Arfan Budiyanto,Maju teruss indonesiaku,maju indonesiaku,Positif
758,Trisnawati Official,Semoga pade Jokowi tetap sehat selalu amin...,semoga pade jokowi sehat amin,Positif
759,FIIQz,Kurupsi hukum mati,kurupsi hukum mati,Negatif
760,DarKleweng🌀,"Bagaimana klo pidato diatas mikropon-nya di matikan..
Yg setuju like.
Sangat setuju komentar.
Yg gak setuju masuk kolam.

😅🤣",pidato diatas mikropon matikan setuju like setuju komentar setuju masuk kolam,Negatif
761,Nazriel Hackim,"Buat undang2 bagi para koruptor donk pak., Hukum mati bila ada yang korupsi",undang koruptor donk hukum mati korupsi,Negatif
762,Syuman Hadi,"RUU Cipta Kerja, yg mengatur semua regulasi yg berkaitan dgn pekerjaan, izin pengembangan suatu badan usaha/perusahaan, yg mengatur semua regulasi penyediaan lapangan kerja baru, urusan UMKM, urusan prosedur yg dibuat lebih simple, kok nuntut ny ke hukum?? kok nuntut ny didlm UU Cipta Kerja ini malah harus mengatur masalah terpidana korupsi dihukum mati?? izin mengatur nelayan, izin mengatur petani, spy hasil nelayan & hasil pertanian jd lebih mudah u/ didistribusikan,, kok ke hukum??? itu logika dr mana yaa? namany aja Undang2 Cipta kerja,, dengerin semua ny, biar paham, jgn cm ikut2an komen tanpa mendengarkan semua apa yg disampaikan divideo ini,,",cipta kerja mengatur regulasi berkaitan pekerjan izin pengembangan badan usaha perusahan mengatur regulasi penyedian lapangan kerja urusan umkm urusan prosedur simple nuntut ny hukum nuntut ny didlm cipta kerja mengatur terpidana korupsi dihukum mati izin mengatur nelayan izin mengatur petani hasil nelayan hasil pertanian mudah didistribusikan hukum logika namany undang cipta kerja dengarkan ny biar paham cm ikutan komen mendengarkan divideo,Negatif
763,Andiny Dhika,"Pak, wkt terjadi demo besar-besaran dimana-mana selama 3 hari bapak ada dmn? Apa hrs menunggu warga sipil dan aparat berbenturan dulu agar bapak berbicara? Kenapa tidak saat isu demo blm trjadi bpk mencegah dan bicara dihadapan publik? Ah sudahlah, doakan saja semoga tuhan selalu melindungi kami rakyat kecil pak.",demo besaran dimana dimana menungu warga sipil aparat berbenturan berbicara sat isu demo trjadi mencegah bicara dihadapan publik doakan semoga tuhan melindungi rakyat,Negatif
764,Andiny Dhika,@Maling Jemuran untung kamu bukan presiden ya:),jemuran untung presiden,Positif
765,Maling Jemuran,Gak penting ngadepin pendemo yg cuma bikin rusuh dan kerugian sampai milyaran rupiah. Klo gue jadi presiden gue tangkepin dan gue bakarin rumah2 nya biar kapok bagaimana rumah dan property nya hangus dibakar. Jangan hanya bisa bakar milik orang aja.,ngadepin pendemo bikin rusuh kerugian milyaran rupiah presiden tangkepin bakarin rumah biar kapok rumah property hangus dibakar bakar milik orang,Negatif
767,Mutz Cemendokek,"Ia pesangon masih ada tapi dikurangi,cuti masih ada tapi jam kerja di tambah,jangan bilang ada-ada.mari kita jabarkan manfaatnya dan kekurangan nya.sudah pasti banyak kekurangan nya ke masyarakat miskin dan banyak kelebihan nya untuk orang kaya.
Mari kita berdoa bersama semoga Allah SWT menghukum langsung orang-orang dzolim.ingat doa dari orang-orang yang terdzolimi itu di kabulkan Allah.hati-hati kalian para koruptor dan  pemimpin dzolim !!!!",pesangon dikurangi cuti jam kerja bilang mari jabarkan manfatnya kekurangan kekurangan masyarakat miskin kelebihan orang kaya mari berdoa semoga allah swt menghukum langsung orang orang zalim doa orang orang terdzolimi kabulkan allah hati hati koruptor pemimpin zalim,Negatif
768,Kayu Ulin CREATOR,"Bantu like and share dong lagi ikut lomba saya 🙏🙏🙏
https://youtu.be/ieTd9wyRpI4",bantu like and share lomba,Negatif
769,Van Java,"Mantap pk Presiden..👍👍👍
Maju terus Indonesia 💪🏼💪🏼💪🏼",mantap penjahat kelamin presiden maju indonesia,Positif
770,ambarita chanell,"Perusahaan harus menyediakan
: umr, tunjangan, sarana dan prasarana yang baik, k3k, dan pesangon, Dan pinjaman lunak,minggu harus libur, jam lembur harus jam hidup, kalaw  ngga ada hal ini mending tidak usah bikin perusahaan.",perusahan menyediakan umr tunjangan sarana prasarana pesangon pinjaman lunak mingu libur jam lembur jam hidup kalaw nga bikin perusahan,Negatif
771,nanik collection,"Semoga bapak selalu sehat,pjg umur dan sukses membangun negri ini,,
Meski saya bodoh ttg politik,akan tetapi saya bangga pernah punya presuden sekelas panjenengan,sedikit bicara banyak bekerja,,
Oh uyaaa pak sy nitip pesan,pandemi covid 19 ini pandemi nasional baik miskin atau kaya,semua kena dampaknya,semua kalangan rakyat merasakan ,,
Tapi di Semarang jawa tengah,minim bantuan,hanya berlaku yg tdk punya jamban dan berlantai tanah,sementara di DKI,bantuan mbludak sampai pada numpuk2,sementara jawa tengah khususnya Genuk indah sepiiiiiiiii
Tolong kl bisa di perhatikan,sebab pandemi covid ini bener2 membuat kami semakin terpuruk,sampai mau mbayar utang BTN aza nggak bisa,sampai rumah mau di lelang😭😭
Titip negara ini pak presiden makasih sdh pernah menjadi putra terbaik bangsa ini,kami kelg besar ,selalu bangga dan mendukung panjenengan meski hidup kami susah tapi kami tdk pernah menyalahkanmu",semoga sehat pjg umur sukses membangun negri bodoh tg politik banga presuden sekelas panjenengan bicara oh uya nitip pesan pandemi covid pandemi nasional miskin kaya kena dampaknya kalangan rakyat merasakan semarang jawa minim bantuan berlaku jamban berlantai tanah dki bantuan mbludak bertumpuk jawa genuk indah sepitolong perhatikan pandemi covid terpuruk mbayar hutang btn aza ngak rumah lelang titip negara presiden terima kasih putra terbaik bangsa kelg banga mendukung panjenengan hidup susah menyalahkanmu,Positif
772,Wahidin Udin,Wah sudah lama kofit gak penah dapat bantuan  pak,kofit penah bantuan,Negatif
773,CNC Milling,"Ruwet....ruwet....ruwettt.....
Kenapa tidak bikin UU Koruptor di hukum mati........",ruwet ruwet ruwet bikin koruptor hukum mati,Negatif
774,Sri Badarini,Saya rakyat tidak menolak uu omnibuslaw..trimakasih pak jokowi.,rakyat tolak omnibuslaw trimakasih jokowi,Negatif
775,Niam,"Pengedar narkoba aja bisa dihukum mati masak orang korupsi ga bisa, padahal yg paling merugikan rakyat kan orang korupsi.
Kalo narkoba kan hanya beperapa orang yg bisa beli,masak rakyat kecil beli narkoba buat makan aja mereka susah.
#KORUPTORHUKUMMATI","pengedar narkotika, psikotropika, obat terlarang dihukum mati masak orang korupsi merugikan rakyat orang korupsi narkotika, psikotropika, obat terlarang beperapa orang beli masak rakyat beli narkotika, psikotropika, obat terlarang makan susah koruptorhukumati",Negatif
776,illa khtp channel,Tapi kenapa pernyataan hoaxs pas udah ada kerusuhan??,pernyatan hoaxs pas kerusuhan,Negatif
777,Yudha Saputra,Koruptor di hukum mati !!!!!!!,koruptor hukum mati,Negatif
778,Sarman Sarman,Undang undang hukuman mati bagi para koruptor. Berani gak? Atau kalian takut?,undang undang hukuman mati koruptor berani takut,Negatif
779,03.Afrizal Difa Rahmansyah._ XI_IIS2,Puan Maharani bukan mengabdi untuk negeri......,puan maharani mengabdi negeri,Negatif
780,Abdus Salam,Assalamualaikum saya doakan pak jokowi sehat slalu amin dan muda mudahan yang membuat hoax secepatnya di adili,asalamualaikum doakan jokowi sehat amin muda mudahan isu bohong secepatnya adili,Positif
781,Arfa Gaul,Tolong pak yg korupsi hukuman mati,tolong korupsi hukuman mati,Negatif
782,Vorze Zero,Koruptor hukum mati terus pak soeharto ngapain?,koruptor hukum mati soeharto,Negatif
783,Hendry Bray,"CUMMA MAU BILANG  KEPADA BAPAK PRESIDENKU YG TERHORMAT,BIKIN UU HUKUMAN MATI BUAT PARA BAJINGAN YG KORUPTOR🙏",bilang presidenku terhormat bikin hukuman mati bajingan koruptor,Negatif
784,Sul Toni,"Isi dr uu ciptaker yg merugikan buruh:
Pkrja yg mengundurkan diri tdk lg mndptkan pesangon. 
Pkerja yg di phk tdk krn prusahaan ganti pemilik tdk mndpt pesangon. 
Pkrja di phk krn sakit brkpanjangan atau cacat prmnen akibat laka jg tdk mndpt pesangon. 
Pkrj mninggal ahli waris jg tdk mndpt pesangon. 
Ini pah yg sy pahami dr uu ciptaker yg bru di sahkan oleh dpr. 
Trs kita sbagai bruh gk kberatan dr mn???",isi ciptaker merugikan buruh pkrja mengundurkan mndptkan pesangon pkerja phk prusahan ganti pemilik mndpt pesangon pkrja phk sakit brkpanjangan cacat prmnen akibat kecelakaan mndpt pesangon pkrj mningal ahli waris mndpt pesangon pah pahami ciptaker sahkan dpr sbagai bruh kberatan mn,Negatif
785,Gilang oasis,"@Sul Toni hotman pengacara yg bukan kaleng2 udah klarifikasi itu hoax, cek official IG si hotman paris.",toni hotman pengacara kaleng klarifikasi isu bohong cek oficial ig si hotman paris,Negatif
786,Sul Toni,"@Gilang oasis kalau pro rezim pasti omnibislaw ok punya, namun jika posisi netral masih  .....????
Bung hotman parispun siap datang keistana untuk uji materi tntang omnibuslaw. 
Hotman paris itu bkn kaleng kaleng susu bro...",oasis profesional rezim omnibislaw posisi netral hotman parispun keistana uji materi tntang omnibuslaw hotman paris kaleng kaleng susu saudara laki-laki,Negatif
787,Gilang oasis,"Sekarang tayang di chanel om dedi, di jelasin langsung menaker, mana yg hoax mana yg bener",tayang chanel om dedi jelasin langsung menaker isu bohong,Negatif
788,Sijeuni Mantul,"@Sul Toni memangnya kalo jd wirausaha tdk perlu kebutuhan sehari2?? maksudnya adlh membangun mental dan jiwa wirausaha tetapi kan wirausaha jg tetap jd konsumen.. dg demikian perputaran ekonomi akan berjalan dg baik. Coba lihat another side nya, biasakan berwawasan luas yaa jangan spt katak dlm tempurung. Dan oh yaa.. mental bangsa yg mudah terprovokasi hoax jg perlu di restrukturisasi.",toni memangnya wirausaha kebutuhan sehari maksudnya membangun mental jiwa wirausaha wirausaha konsumen perputaran ekonomi berjalan coba lihat another side biasakan berwawasan luas katak tempurung oh mental bangsa mudah terprovokasi isu bohong restrukturisasi,Negatif
789,Sul Toni,"@Sijeuni Mantul yaa sdh kalau bgt semua orang indo jd pngusaha sj yaa, trs anda sndiri yg mnjadi knsumen'y,  hayoo gimn???  😀😀😀
Kandani ngeyel..",mantul banget orang indo pngusaha mnjadi knsumen hayo gimn kandani ngeyel,Negatif
790,Sijeuni Mantul,"@Sul Toni tidak ada yang tidak bisa
 Tidak ada orang bodoh yang ada hanya orang malas.. ingat orang malas selalu kelebihan satu alasan, orang rajin selalu kelebihan satu peluang 👍👍👍",toni orang bodoh orang malas orang malas kelebihan alasan orang rajin kelebihan peluang,Negatif
791,Sul Toni,"@Gilang oasis coba jelaskan maz bro tntang isi omnibuslaw. 
Info ini sy dptkan dr tayangan tv one.",oasis coba maz saudara laki-laki tntang isi omnibuslaw informasi dptkan tayangan tv one,Negatif
792,Gilang oasis,"Informasi Ngaco, dpt berita dr mana?",informasi ngaco berita,Negatif
793,Sul Toni,"@Reno Mohawk aku gak peduli, hanya pemerintah songong yg suka bgt, krn biar gimn pun sy adalah rakyat indonesia yg cinta NKRI dan brhak mndapt hak hak saya.",mohawk peduli pemerintah sombong suka banget biar gimn rakyat indonesia cinta nkri brhak mndapt hak hak,Negatif
794,Sul Toni,@Sijeuni Mantul tdk smua orang bs di bdang it bro..,mantul orang bdang it saudara laki-laki,Positif
795,Sijeuni Mantul,Makanya banting stir dong jd wirausaha.. gimana kalo emang UU ini ga bs diubah? Ayo bangun jiwa wirausaha!!! Rakyat Indonesia pasti bisa👍👍,banting stir wirausaha diubah ayo bangun jiwa wirausaha rakyat indonesia,Negatif
796,Reno Mohawk,"Awas ntar di kira nyebar hoax lagi lu bro,,, sekarang lagi musim ntupin hoax make hoax juga",awas sebentar nyebar isu bohong saudara laki-laki musim ntupin isu bohong make isu bohong,Negatif
797,Indra Abdurrahman Wahid,"@just a whole dumb nah makanya mari dibahas secara live. langsung antara dpr, presiden dan rakyat dengan membawa naskah final uu cipta kerjanya. kan banyak banget tuh, belum tentu juga pak jokowi dah baca. nanti dibahasa mana yang hoaxnya tadi. itu pun kalau berani mereka",whole dumb mari dibahas live langsung dpr presiden rakyat membawa naskah final cipta kerjanya banget jokowi deh baca dibahasa hoaxnya berani,Negatif
798,tsunade senju,@Indra Abdurrahman Wahid msh kecil dia,abdurahman wahid,Negatif
800,Daniel Oscar,Iyaa udah hilang kepercayaan,hilang kepercayan,Negatif
801,Jatukrama Project,"simak cooook yg asal demo,nyesel kalian cuma di tunggangi kepentingan politik.Bodoh di piara,kambing tuh di piara",simak cok demo nyesel tungangi kepentingan politik bodoh piara kambing piara,Negatif
802,dr.mudatn,"Pak Mundur aja yuks dengan rasa hormat dan tidak menutup mata atas segala hal yang sudah bapak lakukan untuk negri ini. Kami butuh yang baru dan pasti bukan hanya harapan. 

Yang setuju like",mundur yuks hormat menutup mata lakukan negri butuh harapan setuju like,Negatif
803,Novi Herlina,Tumben g baca 😹,tumben baca,Positif
804,semangat gais,Semngat pak President Terhebat❤️❤️,semngat presiden terhebat,Positif
805,Adi Setiawan,"Demo si demo tapi malunya itu lo., makanya cermati dan teliti sebelum demo., pemerintah pasti ingin yang terbaik buat rakyatnya..,",demo si demo malunya cermati teliti demo pemerintah terbaik rakyatnya,Negatif
806,Ranggaa,"Gitu dong 👍, tapi bikin uu korupsi lah hukum apa gitu biar matinya pelan pelan, kenapa? biar tersiksa...",bikin korupsi hukum biar matinya pelan pelan biar tersiksa,Negatif
807,Rici Gustian,"Hukum potong tangan aja pak yg korupsi , atau potong telinga , potong titit boleh juga",hukum potong tangan korupsi potong telinga potong titit,Negatif
808,sukasuka akusakus,Berani gak abang jago bikin UU koruptor tembak mati...yakali UU cm buat atur rakyat kecil doang...kalikali lah UU buat para elite politik(tanpa terkecuali) jg dbikinin...biar seimbang gitu pun...,berani abang jago bikin koruptor tembak mati yakali cm atur rakyat kalikali elite politik terkecuali dbikinin biar seimbang,Negatif
809,ApaikGaming YTChannel,"Nama nya UU cipta kerja
Tapi isinya pemangkasan upah pesangon dll

Mana cipta kerjanya?

Lebih lagi dikebut secara omnibuslaw.. bersama UU lain yg orang tak ketahui.

Bahkan ad pasal yg memasukan gratifikasi sebagai salah satu pendapatan pajak. 
Debat sama siapa ini kok bisa jebol",nama cipta kerjatapi isinya pemangkasan upah pesangon dlmana cipta kerjanya dikebut omnibuslaw orang ketahui pasal memasukan gratifikasi salah pendapatan pajak debat jebol,Negatif
810,Sionitto A,yang katanya revolusi mental ala cebong wkwk,revolusi mental ala cebong tertawa,Negatif
811,Daniell Lim,"Ga tau pak, saya kecewa sama bapak.",kecewa,Positif
812,Nolood Kurniawan,"hanya bicara saja bapak ini,,buktikan dong,,tunjukan draft aslinya biar pada tau mana yg hoaxs dan bukan!,hhh,,",bicara buktikan tunjukan draft aslinya biar hoaxs h,Negatif
813,Ahmad Faozi,"Ayo kawan kawan dukung dengan like dan subscribe film ""peduli ""dalam lomba film religi nasional agar menjadi juara favorit https://youtu.be/ti-NWd422-w semoga Alloh membalas kebaikan kalian",ayo kawan kawan dukung like subscribe film peduli lomba film religi nasional juara favorit semoga aloh membalas kebaikan,Negatif
814,Andy Nasution,"Banyak orang yg sakit ati Ama Jokowi, ntar lagi akit jantung. Pinginnya Jokowi mundur lalu yg akit jantung menggantinya.",orang sakit ati jokowi sebentar akit jantung pinginya jokowi mundur akit jantung mengantinya,Negatif
815,Djoko Supono,"Mantap Pak Presiden RI Ir. Joko Widodo, semoga Allah memberikan tambahan barokah dan kemakmuran bangsa Indonesia",mantap presiden ri ir joko widodo semoga allah tambahan barokah kemakmuran bangsa indonesia,Positif
816,lazy project,Perasaaan nih ya skrg udah mudah kok buat para pengusaha kalo masalah izin2 dengan adanya online OSS.,perasan mudah pengusaha izin online os,Negatif
817,ISMAILLIFE,"Dengerin dihayati, modal ikut""n marah si adek gua msh SD jg bisa.
Sudahkah lihat dari sabang sampai merauke...",dengarkan dihayati modal marah si adek sd lihat sabang merauke,Negatif
818,Marvel Jaya,Eleng akhirat tho pak lek,eleng akhirat tho lek,Negatif
819,Basith Alfaruq,"Korupsi = mencuri. mencuri dalam islam = potong tangan (bila sudah capai batas nishob. 1/4 dinar. 700 ribu)

daripada hukum mati, kan kurang greget. lebih baik potong tangan, biar lebih ""terasa""",korupsi mencuri mencuri islam potong tangan capai batas nishob dinar ribu hukum mati greget potong tangan biar,Negatif
820,Tamam Mujadidi,"Dari demo kemarin dan sampai saat ini, seharusnya pemerintah bisa belajar. Bahwa corona jangan dibuat berlebih lebihan yang membuat perekonomian khususnya jadi macet. Berati intinya corona memang penyakit biasa. 

Menjadi tanda tanya besar pemerintah saat ini berpihak kepada siapa. 
#mositidakpercaya",demo kemarin sat pemerintah belajar corona berlebih lebihan perekonomian macet berati intinya corona penyakit tanda pemerintah sat berpihak mositidakpercaya,Negatif
821,LUWU GAMING,"Bertaubatlah wahai org"" munafuck!",bertaubatlah orang munafuck,Negatif
822,Rangga Saputra,latarnya kok seperti tempelan reklame ya..kabur kaburrr g tu gambarnya...itu di istana bogorkannn ???,latarnya tempelan reklame kabur kabur tu gambarnya istana bogorkan,Negatif
823,Mhd Fadilillah Sitorus,"Searching Google ""Monyet Pakai Jas Hujan""",searching gogle monyet pakai jas hujan,Negatif
