,Name,Comment,stopword_comment,Hasil Sentimen
480,JANDA BARU,"Sementara ini kami jg memantau yg namanya maaf ""netzen nkri"",,,,beliau pernah ada streamyard,,,di conten alim gendeng,,&pada waktu itu pula dada saya sebelah kiri terasa tertusuk sesuatu,,,,maaf pak,,sekali lagi izin minta maaf,,dariku,,,sahabat si jelata,janda baru&sahabat lainya,,,,",memantau namanya maaf netzen nkri beliau streamyard conten alim gendeng dada sebelah kiri tertusuk maaf izin maaf dariku sahabat si jelata janda sahabat lainya,Negatif
481,Sis Bhodonk,"Lanjuuuutkkaannn Presidenku... 
Indonesia Maju.... Indonesia Jaya... 💪💪💪
Jangan Lupa Sentuhlah Pembangunan ditanah kelahiranku... Kecamatan Waru Kab. Penajam Paser Utara... Kaltim.. 
Tertinggal Kasihaannn😢😢😢😢😥😥😥😥",lanjutkan presidenku indonesia maju indonesia jaya lupa sentuhlah pembangunan ditanah kelahiranku kecamatan waru kabupaten penajam paser utara kaltim tertingal kasihan,Negatif
482,Riandy Rian,Saya ikut perihatin pak atas kurangnya pembangunan nya moga ini segera dibangun ya pak kan daerah bapak mau jadi ibu kota negara jadi memang pembangunan harus bagus dan keren saya yakin daerah bapak pasti akan dibangun apalagi mau jadi ibu kota negara harus dibangun yang bagus apa yg belum ada dipenuhi.,perihatin kurangnya pembangunan moga dibangun daerah kota negara pembangunan bagus keren daerah dibangun kota negara dibangun bagus dipenuhi,Negatif
483,Paul Sidabutar,Disana gak ada pemda nya memang?,disana pemerintah daerah,Negatif
484,Freida Abeden,"Indonesia maju,Indonesia jaya di tangan BPK RI H Jokowi Dodo,ya Allah tolong lindungila dan panjangkan lah umur nya untuk membimbing negara ini yaa allah",indonesia maju indonesia jaya tangan ri jokowi dodo allah tolong lindungila panjangkan umur membimbing negara allah,Positif
485,Flortje Baransano Fairio,"Lanjutkan Pemerataan pembangunan di seluruh wilayah Indonesia bagian timur, pulau2, dan juga Di lembah dan Gunung, di tempat bermukim tinggal warga negara Indonesia, Kami doakan TUHAN ALLAH dalam nama Yesus Kristus, Berkenan memberkati pelayanan,dan kesehatan bg BP, Presiden Republik Indonesia, JOKOWI bersama keluarga,dan Pejabat Negara,bersama keluarga, untuk mensejahterakan rakyat Indonesia, Amiiiin 🙏🏼🙏🏼🙏🏼",lanjutkan pemeratan pembangunan wilayah indonesia timur pulau lembah gunung bermukim tingal warga negara indonesia doakan tuhan allah nama yesus kristus berkenan memberkati pelayanan kesehatan abang bp presiden republik indonesia jokowi keluarga pejabat negara keluarga mensejahterakan rakyat indonesia amin,Positif
486,sidh martohusodo,ikut prihatin pak ....,prihatin,Positif
487,Dutrisno Trisno,Ndas mu kerewak rezim penghisap darah rakyat,ndas mu kerewak rezim penghisap darah rakyat,Negatif
488,Wawan Darmawan.M,Terbukti ucapan pak luhut banyak yang tidak mau dan takut indonesia menjadi maju. Barokah-barokah pak presiden Joko Widodo. Doa kami dan dukungan kami selalu bersamamu,terbukti ucapan luhut takut indonesia maju barokah barokah presiden joko widodo doa dukungan bersamamu,Negatif
489,𝙃ǟռʐօ很,@Paul Sidabutar nah ini yg diubah dari sekarang mumpung masih ada kesempatan,sidabutar diubah selagi kesempatan,Negatif
490,Paul Sidabutar,Sebagian orang indonesia sendiri yanh tidak ingin negara ini maju.,orang indonesia yanh negara maju,Negatif
491,uswatun khasanah,"@Fakhih Sukma 
bukan Negara luar yg nggak mau Indonesia maju ,tapi elit politic jahat yg nggak mau Negara sendiri maju.kalo ada ribut"" mereka kan untung",sukma negara ngak indonesia maju elit politic jahat ngak negara maju ribut untung,Negatif
492,NTZN BGZT,"@Fakhih Sukma tepat sekali, analoginya pion2 nya buruh, benteng nya preman2 ormas, peluncurnya dprd setempat, kuda nya pengusaha2 top direksi, ster dan raja nya ya negara2 asing itu sebut saja eropa amerika, karena mereka banyak syarat untuk investasi di indonesia. Mau SDA indonesia? ya kontribusinya juga harus besar, jangan ngeruk tok.",sukma analoginya pion buruh benteng preman ormas peluncurnya dprd kuda pengusaha top direksi ster raja negara asing eropa amerika syarat investasi indonesia sda indonesia kontribusinya ngeruk tok,Negatif
493,Fakhih Sukma,Tuuuull brooo. Negara luar tdk ingin Indonesia maju. Mreka akn berusaha MENGGOYANG dg memanfaatkn pengkhianat2 dlm negri.,tul saudara laki-laki negara indonesia maju mreka akn berusaha mengoyang memanfatkn pengkhianat negri,Negatif
494,Matahari terbit,Jayalah selalu merah putih ku🥰 🇮🇩,jayalah merah putih,Positif
495,Djj Ll,"Selamat siang Bapak Jokowi Bapak President sejati NKRI kita BERIDEOLOGY PANCASILA DAN BER-BINNEKA TINGGAL IKA Terima kasih Bapak ATAS pelayanan kepada Rakyat Indonesia, menegakan KEADILAN social bagi seluaruh RAKYAT NKRI KITA BERIDEOLOGY PANCASILA DAN BER-BINNEKA TINGGAL IKA.",selamat siang jokowi presiden sejati nkri berideology pancasila ber bineka tingal ika terima kasih pelayanan rakyat indonesia menegakan keadilan social seluaruh rakyat nkri berideology pancasila ber bineka tingal ika,Negatif
496,Mohdaroyani Yayan,"@jinguahi ra jadi kaum minoritas kata""mu seperti itu.bagai mana kalau kamu mayoritas.
Apa iya seperti kamu tau memahami makna Pancasila",ra kaum minoritas mu mayoritas memahami makna pancasila,Negatif
497,Mohdaroyani Yayan,"@jinguahi ra orang seperti kamu yang tidak tahu makna Pancasila
Terlihat dari komentar mu",ra orang makna pancasilaterlihat komentar mu,Positif
498,jinguahi ra,@Mohdaroyani Yayan kasihan ANDA kadrun pecundang krn cuma dilevel agamis,yayan kasihan kadrun pecundang dilevel agamis,Negatif
499,jinguahi ra,@Mohdaroyani Yayan budak agamis = antek setan yg tipumu ....berTuhan = diatas level agamis / bangga diteori theology,yayan budak agamis antek setan tipumu bertuhan diatas level agamis banga diteori theology,Negatif
500,Wisnu Wisnu,"@Mohdaroyani Yayan😀 santai coy....nih gua kasih masukan , ini jaman kan SDH  modern buka aja Mbah geogle tanya apa makna Pancasila pasti akan terjawab , nah pertanyaannya kamu sudah menjalankan dan mengamalkannya belum...?? Kalau kamu orang cerdas bukan sombong itu kutipan kata kamu ya sudah klu sudah kamu jalankan gitu aja kok repot",yayan santai coy kasih masukan jaman modern buka mbah geogle makna pancasila terjawab pertanyanya menjalankan mengamalkanya orang cerdas sombong kutipan klu jalankan repot,Negatif
501,Mohdaroyani Yayan,"@mawar layusiapa duluan yang mengomentari pertanyaan saya?
Kamu mau mempertontonkan kebodohan sendiri",layusiapa duluan mengomentari pertanyan mempertontonkan kebodohan,Negatif
502,Mohdaroyani Yayan,"@Wisnu Wisnu sok tahu kamu...paham 
Dengan isi otak saya
Pertanyaan saya tentang makna dan pemahaman Pancasila saja tidak bisa kamu jawab.
Memang benar ya..kata orang bijak
Orang yang kurang cerdas itu biasanya dia tutupi dengan kesombongan",wisnu sok paham isi otak sayapertanyan makna pemahaman pancasila orang bijakorang cerdas tutupi kesombongan,Negatif
503,Mohdaroyani Yayan,"@Rey reyreynaldy betul boss
Semua orang memang tau Pancasila ada 5
Tetapi pemahaman dan pengamalannya tidak semua orang memperaktekannya",reyreynaldy bosemua orang pancasila pemahaman pengamalanya orang memperaktekanya,Negatif
504,Wisnu Wisnu,@Mohdaroyani Yayan penceramah yang mana dulu....kalau kayak Bahar Smith ha ha...itu bukan ceramah tapi orang mabuk lagi teriak2 ...tapi ok gak usah dibahas sebab gak akan nyambung gua udh paham sama isi otak kamu,yayan penceramah kayak bahar smith tertawa tertawa ceramah orang mabuk teriak dibahas nyambung paham isi otak,Negatif
505,Mohdaroyani Yayan,"@Wisnu Wisnu orang itu kalau emang cerdas jawab dulu pertanyaan yang nanya lebih awal
Bukan ngeles dengan pertanyaann
Niih boss saya jelaskan...
Jangankan saya orang Indonesia.
Orang luar negri juga tau kalau presiden Indonesia sekarang jokowi
Soal pertanyaan kamu tentang penceramah...
Itu diluar topik yang saya tanyakan
Seperti nya hati kamu punya kedengkian dengan penceramah?",wisnu orang cerdas pertanyan awalbukan berkilah pertanyanih bos orang indonesia orang negri presiden indonesia jokowisoal pertanyan penceramah diluar topik tanyakanseperti hati kedengkian penceramah,Negatif
506,mawar layu,"@Mohdaroyani Yayan kalau anda pernah sekolah SD yaa gak usah tanya arti PANCASILA, gitu aja kok repot",yayan sekolah sd arti pancasila repot,Negatif
507,Mohdaroyani Yayan,"@mawar layu saya tau Pancasila itu 5 dari sila pertama sampai sila kelima saya tau
Kamu bisa baca ga pertanyaan saya ke Sdr DJJ LI...
Yang saya tanyakan apa arti dari makna Pancasila dan bineka tunggal Ika itu?",layu pancasila sila sila taukamu baca pertanyan sdr dj li arti makna pancasila bineka tungal ika,Negatif
508,Mohdaroyani Yayan,"@Wisnu Wisnu kamu bisa baca komentar saya untuk siapa?
Saya tanya ke Sdr Djj LI..
Kenapa kamu yang berkomentar menertawakan pertanyaan saya
Giliran saya tanya ke kamu kamu?bukan nya menjelaskan pertanyaan saya.malah balik nanya ?",wisnu baca komentar sdr dj li berkomentar menertawakan pertanyan sayagiliran pertanyan,Negatif
509,Mohdaroyani Yayan,"@jinguahi ra komentar penjelasan anda tidak seperti orang yang pancasilais....
Apa hubungan nya dengan ayat agama
Kalau anda seorang yang mayoritas ga mungkin komentar seperti itu",ra komentar penjelasan orang pancasilais hubungan ayat agamakalau mayoritas komentar,Negatif
510,jinguahi ra,@Mohdaroyani Yayan pancasila adalah berTuhan bukan jualan ayat agama,yayan pancasila bertuhan jualan ayat agama,Negatif
511,Wisnu Wisnu,"@Mohdaroyani Yayan bos gimana pertanyaan saya kok gak dijawab....?? Topik awalnya kan pak Jokowi trus ada yg koment , trus kamu koment tentang Pancasila , nah pertanyaan saya tentang pak Jokowi dijawab....??",yayan bos pertanyan topik jokowi koment koment pancasila pertanyan jokowi,Negatif
512,jinguahi ra,"@Mohdaroyani Yayan pancasila artinya tidak agamis....tapi berTUHAN/ tunduk pada Tuhan ( misal tdk membunuh krn merasa paling benar , tdk sumbang yg dikotak Amal ..tapi sumbang ke panti langsung dll)",yayan pancasila agamis bertuhan tunduk tuhan membunuh sumbang dikotak amal sumbang panti langsung,Negatif
513,mawar layu,"@Mohdaroyani Yayan gak pernah sekolah SD YA,,,?",yayan sekolah sd,Negatif
514,Mohdaroyani Yayan,"@sing penting heppy komentar kamu ga nyambung
Percuma pada sekolah tinggi kalau ga nyimak pertanyaan saya diatas",hepy komentar nyambungpercuma sekolah tingi nyimak pertanyan diatas,Negatif
515,Wisnu Wisnu,"@Mohdaroyani Yayan ok akan saya jelaskan apa makna dari Pancasila , tapi sebelumnya ini topiknya kan atas pedato pak Jokowi ...nah sekarang anda mengakui gak klu pak Jokowi presiden kita...?? Trus selama ini banyak yg ngaku habib ..ulama...ustadz...kiyai....yg kalau ceramah isinya mencaci maki..menghujat ...menghina pak Jokowi nah pertanyaannya apa sikap kamu....?? Baru nanti saya jelaskan makna Pancasila.",yayan makna pancasila topiknya pedato jokowi mengakui klu jokowi presiden mengaku habib ulama ustadz kiyai ceramah isinya mencaci maki menghujat menghina jokowi pertanyanya sikap makna pancasila,Negatif
516,Mohdaroyani Yayan,"@sing penting heppy maksudnya?
Baca komentar saya di atas broww.
Saya tanya tentang makna Pancasila
Kalau anda tau tentang arti makna Pancasila jelaskan dan jabarkan di sini",hepy maksudnya baca komentar brow makna pancasilakalau arti makna pancasila jabarkan,Negatif
517,Mohdaroyani Yayan,"@Wisnu Wisnu apa makna dari Pancasila 
Jelaskan?",wisnu makna pancasila,Negatif
518,Mohdaroyani Yayan,"@jinguahi rasiapa yang mengajarkan anda kalau arti Pancasila harus tidak agamis...?kalau Pancasila tidak  ada hubungannya dengan agama?
Kenapa dari sila pertama sampai sila terakhir,maknanya sama dengan apa yang diajarkan dalam ajaran agama?",rasiapa mengajarkan arti pancasila agamis pancasila hubunganya agama sila sila maknanya diajarkan ajaran agama,Negatif
519,Mohdaroyani Yayan,"@mawar layu anda tidak usah bawa""sekolah
Kalau anda tau apa makna dan arti dari Pancasila,jelaskan disini",layu bawa sekolahkalau makna arti pancasila,Negatif
520,Mohdaroyani Yayan,@Wisnu Wisnu kalau anda tau jelaskan dong arti Pancasila dan seperti apa orang yang pancasilais itu?,wisnu arti pancasila orang pancasilais,Negatif
521,Mohdaroyani Yayan,"@jinguahi rasiapa  yang teroris?
Agama tidak mengajarkan terorisme
Apalagi Islam,tidak ada itu ajaran terorisme dalam islam",rasiapa teroris agama mengajarkan terorismeapalagi islam ajaran terorisme islam,Negatif
522,Rey reyreynaldy,"Seharusnya pendidikan moral pancasila dan pedoman penghayatan pengamalan pancasila tetap harus disertakan dalam kurikulum pendidikan dari tingkat pertama sampai strata 2, dan anggota dpr pun harus mengikuti pendidikan di lemhanas sehingga fundamental masyarakat dalam negara tetap kuat dari gerogotan kelompok intoleran",pendidikan moral pancasila pedoman penghayatan pengamalan pancasila disertakan kurikulum pendidikan tingkat strata angota dpr mengikuti pendidikan lemhanas sehinga fundamental masyarakat negara kuat gerogotan kelompok intoleran,Negatif
523,Wisnu Wisnu,@Mohdaroyani Yayan 😀 hari gini gak tau arti PANCASILA maaf kamu masih netek sama mamakmu apa sdh dewasa...?? Kalau sudah dewasa kamu mainnya kemana aja...?? Owalah kasihan kamu....,yayan arti pancasila maaf netek mamakmu dewasa dewasa mainya kemana owalah kasihan,Negatif
524,jinguahi ra,@Mohdaroyani Yayan pancasila artinya tidak agamis ...krn berTuhan beda dgn berAgama yg bangga jadi teroris dibumi,yayan pancasila agamis bertuhan beda beragama banga teroris dibumi,Negatif
525,mawar layu,"@Mohdaroyani Yayan gak sekolah ya,,,? biar di jelaskan bapak /ibu guru SD yang di bidang pelajaran yang anda maksud",yayan sekolah biar guru sd bidang pelajaran maksud,Negatif
526,Mohdaroyani Yayan,"Djj Li...jelaskan dong arti dari Pancasila itu dan bineka tunggal Ika 
Seperti apa ya",dj li arti pancasila bineka tungal ika,Negatif
527,JANDA BARU,"Dan ada juga conten yg sudah teridikasi kearah provokatif,,soal sara,,mohon segera disikapi pak,,?",conten teridikasi kearah provokatif sara mohon disikapi,Negatif
528,Remaja Masjid,Bngun komunikasi yg baik trus pakk,bngun komunikasi,Positif
529,Kalik Jamer Gerger,Hormat bangga bapak Presiden,hormat banga presiden,Positif
530,Asafati Hulu,"Maju Terus Pa. Presiden Jokowi.. Masyarakat butuh lapangan kerja.. dari hasil Investasi.. 
yg gak setuju.. suruh cari kerja di Arab atau di malaysia.. dll. 
Salam Sehat dan Waras..",maju presiden jokowi masyarakat butuh lapangan kerja hasil investasi setuju suruh cari kerja arab malaysia salam sehat waras,Positif
531,boecah kampoeng,@Awir Gresik ynatanya banyak kok untuk anak bangsa dari pada asing walaupun perusahan asing apalagi di sektor perkebunan dan industri kelapa sawit.,gresik ynatanya anak bangsa asing perusahan asing sektor perkebunan industri kelapa sawit,Negatif
532,Awir Gresik,"Lapangan kerja untuk siapa , klau untuk anak bangsa boleh2 saja jangan untuk asengggggggg bong",lapangan kerja klau anak bangsa aseng bong,Positif
533,Oppa Xin Entertainment,"Sayangnya masih banyak masarakat yang berfikir instan,, jarak pendek, tak sadar bahwa sebenarnya kita bekerja juga harus saling menguntungkan perusahaan dan pekerja coba kalo pengusaga pada mundur serta pindah ke lain negara bukankah kita yang rugi,, lagi lagi bingung cari kerja,, alasannya pemerintah ga bisa menyediakan lapangan kerja..
Ditambah lagi opini opini lawan politik yang juga berfikir kurang jauh",sayangnya masarakat berfikir instan jarak pendek sadar menguntungkan perusahan pekerja coba pengusaga mundur pindah negara rugi bingung cari kerja alasanya pemerintah menyediakan lapangan kerja ditambah opini opini lawan politik berfikir,Negatif
534,Maylina Carlife,Betul bang hheee,bang he,Positif
535,jakob tobing,Semoga bapak juga menjamin kesejahteraan para pekerja dengan adil ya pak,semoga menjamin kesejahteran pekerja adil,Positif
536,JANDA BARU,"Maaf selamat siang bapak,e dw kabeh,,,1.pertanyaan pak,,gimana kalau sang insvestor tsb mau ke INDONESIA,,tp takut SANTET,,,mungkin sang insvestor tsb, pas waktu itu melihat conten yg membahas tentang santet,,,,?",maaf selamat siang dw kabeh pertanyan sang insvestor indonesia takut santet sang insvestor pas conten membahas santet,Negatif
537,JANDA BARU,"@Aches Liem bankkir ALLHAMMDULILLAH kami mash bisa pantau terus,,,,doakan saya pak ,,,bab itu bentuk dari setitik bantuan saya kepada NKRI,,,AMIN.",liem bankir alhamdulilah mash pantau doakan bab bentuk setitik bantuan nkri amin,Positif
538,JANDA BARU,"@Aches Liem bankkir soal video tsb saya dah laporkan di kolom laporan yg berada di kolom komen youtube,,terindikasi domisili aceh ,,sesuai dengan pembicaraan beliau pada waktu itu....",liem bankir video deh laporkan kolom laporan kolom komen youtube terindikasi domisili aceh sesuai pembicaran beliau,Negatif
539,JANDA BARU,"@Aches Liem bankkir siap,,,setuju untuk itu,,,tp kami cuma ingin,,soal conten tsb,,,silahkan bapak lihat menut per menit ,di mulai dari menit 23:17,,dg judul#(TIJ PANIK.....!!!!  PASPAMPRES NKRI TANGGUH),,,bab si netizen ini dah bawa instasi negara ,,maaf pak,,,?,,tolong selidiki pak ,,,?",liem bankir setuju conten silahkan lihat menut menit menit judul tij panik paspampres nkri tanguh bab si netizen deh bawa instasi negara maaf tolong selidiki,Negatif
